0.000000	0.079048	 S1
0.079048	0.273505	M
0.260000	0.380000	 S2
0.526457	0.626457	 S1
0.600762	0.799962	M
0.799962	0.879962	 S2
1.090857	1.196629	 S1
1.171486	1.340648	M
1.353295	1.449733	 S2
1.645771	1.724114	 S1
1.705848	1.942990	M
1.920000	2.007810	 S2
2.211752	2.303295	 S1
2.282895	2.497905	M
2.480000	2.580000	 S2
2.739790	2.831333	 S1
2.818838	3.041752	M
3.014876	3.123962	 S2
3.280000	3.372171	 S1
3.361105	3.572952	M
3.560000	3.640933	 S2
3.849619	3.949619	 S1
3.930248	4.148419	M
4.135771	4.203752	 S2
4.444057	4.537181	 S1
4.510457	4.730210	M
4.720000	4.783962	 S2
5.038495	5.133200	 S1
5.120705	5.321486	M
5.315162	5.415162	 S2
5.579181	5.672305	 S1
5.659810	5.885886	M
5.860000	5.949124	 S2
6.121448	6.209829	 S1
6.189429	6.415505	M
6.400000	6.486648	 S2
6.671619	6.756838	 S1
6.712724	6.967257	M
6.940000	7.014686	 S2
7.215467	7.297676	 S1
7.285029	7.504781	M
7.490552	7.556952	 S2
7.767219	7.846267	 S1
7.828876	8.051790	M
8.040000	8.118190	 S2
8.325295	8.402762	 S1
8.385371	8.627257	M
8.587733	8.669943	 S2
8.845429	8.921314	 S1
8.902343	9.117352	M
9.080000	9.210629	 S1
9.386114	9.468324	 S1
9.457257	9.730762	M
9.669105	9.775029	 S2
9.952095	10.037467	 S1
9.975810	10.236667	M
10.224019	10.304019	 S2
10.538629	10.624000	 S1
10.608190	10.804229	M
10.796324	10.876952	 S2
11.150457	11.237410	 S1
11.218438	11.446095	M
11.428705	11.498267	 S2
11.700629	11.787429	 S1
11.773352	12.002590	M
11.974133	12.054133	 S2
12.241314	12.341314	 S1
12.317200	12.546438	M
12.530629	12.619162	 S2
12.815200	12.897410	 S1
12.883181	13.107676	M
13.107676	13.188305	 S2
13.420705	13.540705	 S1
13.482362	13.735314	M
13.710019	13.787486	 S2
14.000914	14.091029	 S1
14.079962	14.280743	M
14.272838	14.355048	 S2
14.554248	14.663181	 S1
14.630133	14.870438	M
14.838819	14.938819	 S2
15.110743	15.189790	 S1
15.169238	15.407962	M
15.393733	15.472781	 S2
15.656171	15.739962	 S1
15.722571	15.972362	M
15.960000	16.030857	 S2
16.245867	16.342305	 S1
16.320171	16.532019	M
16.519371	16.585771	 S2
16.784971	16.867181	 S1
16.849790	17.090095	M
17.056895	17.156895	 S2
17.313010	17.396800	 S1
17.382571	17.611810	M
17.586514	17.670305	 S2
17.842629	17.929581	 S1
17.893219	18.131943	M
18.120000	18.185695	 S2
18.394381	18.475010	 S1
18.467105	18.686857	M
18.663143	18.727962	 S2
18.947714	19.027162	 S1
19.014114	19.257581	M
19.213314	19.282876	 S2
19.489981	19.568876	 S1
19.568876	19.782457	M
19.760000	19.834629	 S2
20.032248	20.108133	 S1
20.082838	20.316819	M
20.304171	20.356343	 S2
20.585581	20.664629	 S1
20.636171	20.881219	M
20.865410	20.916000	 S2
21.176857	21.268552	 S1
21.268552	21.480400	M
21.470914	21.548381	 S2
21.709638	21.829638	 S1
21.817143	22.033733	M
22.010019	22.081162	 S2
22.286686	22.368895	 S1
22.359410	22.587067	M
22.558610	22.658610	 S2
22.825790	22.903257	 S1
22.885867	23.126171	M
23.100876	23.170438	 S2
23.361733	23.426552	 S2
23.412324	23.666857	M
23.638400	23.701638	S2
