0.050635	0.160000	 S2
0.398328	0.502974	 S1
0.479344	0.692011	M
0.675132	0.780000	 S2
0.989069	1.108815	 S1
1.059958	1.276000	M
1.276000	1.380000	 S2
1.556180	1.662423	 S1
1.633820	1.866741	M
1.849862	1.960000	 S2
2.092910	2.206243	 S1
2.170550	2.389968	M
2.389968	2.500000	 S2
2.683651	2.780021	 S1
2.757915	2.972270	M
2.972270	3.052270	 S2
3.292958	3.370762	 S1
3.355407	3.546132	M
3.566386	3.638963	 S2
3.885386	3.986820	 S1
3.976529	4.174005	M
4.174005	4.251646	 S2
4.430556	4.506926	 S1
4.499757	4.705672	M
4.705672	4.781624	 S2
4.979101	5.058593	 S1
5.044926	5.249153	M
5.249153	5.323418	 S2
5.554651	5.632455	 S1
5.620476	5.806138	M
5.824704	5.904704	 S2
6.147079	6.233577	 S1
6.219656	6.428947	M
6.428947	6.508947	 S2
6.688873	6.763302	 S1
6.753011	6.943735	M
6.962302	7.042302	 S2
7.264423	7.345603	 S1
7.323497	7.532788	M
7.540000	7.605365	 S2
7.899048	7.972042	 S1
7.964873	8.169101	M
8.169101	8.231550	 S2
8.484725	8.584725	 S1
8.542111	8.773344	M
8.773344	8.854360	 S2
9.019767	9.119767	 S1
9.300000	9.400000	 S2
9.559873	9.671180	 S1
9.652704	9.818111	M
9.840000	9.900815	 S2
10.162429	10.233317	 S1
10.233317	10.445984	M
10.440000	10.540000	 S2
10.760000	10.835873	 S1
10.824058	11.026598	M
11.035037	11.135037	 S2
11.320000	11.389481	 S1
11.372603	11.580206	M
11.593709	11.693709	 S2
11.855323	11.973381	 S1
11.944778	12.101746	M
12.135503	12.213503	 S1
12.400000	12.488259	 S2
12.478132	12.662106	M
12.662106	12.741434	 S2
