0.28	 0.40	 S1
0.90	 1.04	 S1
1.54	 1.66	 S1
2.14	 2.28	 S1
2.78	 2.92	 S1
3.42	 3.56	 S1
4.06	 4.20	 S1
4.68	 4.82	 S1
5.28	 5.42	 S1
5.90	 6.02	 S1
6.56	 6.68	 S1
7.18	 7.32	 S1
7.78	 7.92	 S1
8.40	 8.52	 S1
9.02	 9.12	 S1
9.60	 9.74	 S1
10.18	 10.32	 S1
10.78	 10.90	 S1
11.36	 11.50	 S1
11.96	 12.10	 S1
12.56	 12.70	 S1
13.14	 13.28	 S1
13.72	 13.86	 S1
14.32	 14.46	 S1
14.90	 15.02	 S1
15.48	 15.62	 S1
16.06	 16.18	 S1
16.62	 16.76	 S1
17.20	 17.34	 S1
17.80	 17.92	 S1
18.08	 18.14	 S1
18.36	 18.50	 S1
18.92	 19.06	 S1
19.48	 19.62	 S1
0.54	 0.66	 S2
1.20	 1.30	 S2
1.82	 1.92	 S2
2.44	 2.54	 S2
3.06	 3.16	 S2
3.72	 3.82	 S2
4.36	 4.46	 S2
4.96	 5.06	 S2
5.58	 5.68	 S2
6.20	 6.30	 S2
6.84	 6.94	 S2
7.48	 7.58	 S2
8.08	 8.18	 S2
8.68	 8.78	 S2
9.28	 9.38	 S2
9.88	 9.98	 S2
10.48	 10.58	 S2
11.06	 11.16	 S2
11.66	 11.76	 S2
12.24	 12.36	 S2
12.84	 12.94	 S2
13.42	 13.52	 S2
14.00	 14.12	 S2
14.60	 14.70	 S2
15.20	 15.30	 S2
15.78	 15.88	 S2
16.34	 16.44	 S2
16.92	 17.00	 S2
17.48	 17.58	 S2
18.64	 18.76	 S2
19.20	 19.32	 S2
19.78	 19.86	 S2
