0.32	 0.44	 S1
0.82	 0.94	 S1
1.36	 1.48	 S1
1.88	 2.00	 S1
2.44	 2.56	 S1
3.32	 3.42	 S1
4.50	 4.62	 S1
5.14	 5.24	 S1
5.74	 5.88	 S1
6.64	 6.70	 S1
6.94	 7.02	 S1
7.56	 7.64	 S1
8.46	 8.56	 S1
9.34	 9.46	 S1
10.56	 10.68	 S1
11.20	 11.36	 S1
13.02	 13.14	 S1
13.68	 13.76	 S1
13.90	 13.98	 S1
14.52	 14.62	 S1
15.12	 15.18	 S1
15.42	 15.52	 S1
16.02	 16.10	 S1
16.80	 16.98	 S1
17.44	 17.58	 S1
18.02	 18.16	 S1
18.64	 18.76	 S1
0.56	 0.64	 S2
1.08	 1.18	 S2
1.60	 1.70	 S2
2.16	 2.24	 S2
2.74	 2.84	 S2
3.02	 3.10	 S2
3.60	 3.70	 S2
4.18	 4.28	 S2
4.78	 4.90	 S2
5.42	 5.52	 S2
6.06	 6.14	 S2
6.36	 6.44	 S2
7.22	 7.30	 S2
8.66	 8.74	 S2
9.06	 9.14	 S2
9.62	 9.72	 S2
9.96	 10.04	 S2
10.28	 10.34	 S2
10.84	 10.96	 S2
11.48	 11.58	 S2
12.08	 12.18	 S2
12.42	 12.48	 S2
12.72	 12.78	 S2
13.30	 13.42	 S2
14.24	 14.32	 S2
14.82	 14.92	 S2
15.70	 15.78	 S2
16.28	 16.38	 S2
17.18	 17.26	 S2
17.76	 17.84	 S2
18.36	 18.46	 S2
18.98	 19.08	 S2
19.50	 19.60	 S2
