0.68	 0.80	 S1
1.40	 1.52	 S1
2.02	 2.14	 S1
2.74	 2.86	 S1
3.46	 3.58	 S1
4.08	 4.20	 S1
4.76	 4.88	 S1
5.46	 5.60	 S1
6.10	 6.22	 S1
6.76	 6.88	 S1
7.52	 7.64	 S1
8.28	 8.40	 S1
8.92	 9.02	 S1
9.60	 9.72	 S1
10.34	 10.46	 S1
11.00	 11.12	 S1
11.66	 11.78	 S1
12.40	 12.52	 S1
13.10	 13.22	 S1
13.76	 13.90	 S1
14.52	 14.64	 S1
15.24	 15.36	 S1
15.88	 16.00	 S1
16.60	 16.72	 S1
17.34	 17.48	 S1
18.02	 18.14	 S1
18.74	 18.86	 S1
19.48	 19.60	 S1
0.28	 0.36	 S2
0.96	 1.06	 S2
1.66	 1.78	 S2
2.32	 2.42	 S2
3.02	 3.12	 S2
3.74	 3.86	 S2
4.36	 4.48	 S2
5.04	 5.16	 S2
5.76	 5.86	 S2
6.38	 6.50	 S2
7.04	 7.16	 S2
7.80	 7.90	 S2
8.56	 8.66	 S2
9.26	 9.32	 S2
9.88	 10.00	 S2
10.62	 10.72	 S2
11.28	 11.38	 S2
11.96	 12.06	 S2
12.68	 12.78	 S2
13.38	 13.50	 S2
14.06	 14.16	 S2
14.82	 14.92	 S2
15.52	 15.62	 S2
16.18	 16.28	 S2
16.88	 17.00	 S2
17.64	 17.74	 S2
18.30	 18.42	 S2
19.04	 19.14	 S2
19.78	 19.86	 S2
