0.26	 0.32	 S1
0.62	 0.74	 S1
1.30	 1.42	 S1
2.02	 2.14	 S1
2.64	 2.76	 S1
3.34	 3.46	 S1
4.02	 4.14	 S1
4.66	 4.78	 S1
5.34	 5.46	 S1
6.02	 6.14	 S1
6.66	 6.78	 S1
7.34	 7.46	 S1
8.02	 8.14	 S1
8.64	 8.76	 S1
9.30	 9.44	 S1
9.98	 10.10	 S1
10.60	 10.72	 S1
11.26	 11.38	 S1
11.94	 12.08	 S1
12.58	 12.70	 S1
13.22	 13.34	 S1
13.88	 14.02	 S1
14.52	 14.64	 S1
15.12	 15.24	 S1
15.80	 15.92	 S1
16.48	 16.60	 S1
17.10	 17.22	 S1
17.76	 17.90	 S1
18.42	 18.56	 S1
19.02	 19.16	 S1
19.64	 19.78	 S1
0.90	 1.00	 S2
1.58	 1.70	 S2
2.30	 2.40	 S2
2.94	 3.04	 S2
3.62	 3.72	 S2
4.30	 4.40	 S2
4.94	 5.04	 S2
5.62	 5.72	 S2
6.30	 6.40	 S2
6.94	 7.04	 S2
7.62	 7.72	 S2
8.30	 8.40	 S2
8.94	 9.02	 S2
9.60	 9.70	 S2
10.26	 10.36	 S2
10.88	 10.98	 S2
11.54	 11.64	 S2
12.22	 12.34	 S2
12.86	 12.96	 S2
13.50	 13.60	 S2
14.16	 14.28	 S2
14.80	 14.90	 S2
15.42	 15.52	 S2
16.08	 16.18	 S2
16.76	 16.86	 S2
17.38	 17.50	 S2
18.04	 18.16	 S2
18.70	 18.82	 S2
19.30	 19.42	 S2
