0.36	 0.46	 S1
0.58	 0.70	 S1
1.08	 1.20	 S1
1.58	 1.70	 S1
2.04	 2.16	 S1
2.52	 2.66	 S1
3.02	 3.16	 S1
3.52	 3.66	 S1
4.00	 4.14	 S1
4.48	 4.62	 S1
5.00	 5.14	 S1
5.50	 5.64	 S1
6.02	 6.14	 S1
6.48	 6.64	 S1
6.98	 7.12	 S1
7.50	 7.62	 S1
8.00	 8.14	 S1
8.48	 8.62	 S1
8.98	 9.12	 S1
9.46	 9.60	 S1
9.96	 10.10	 S1
10.46	 10.60	 S1
10.94	 11.08	 S1
11.42	 11.56	 S1
11.92	 12.06	 S1
12.44	 12.56	 S1
12.94	 13.06	 S1
13.40	 13.54	 S1
13.88	 14.02	 S1
14.38	 14.52	 S1
14.90	 15.02	 S1
15.18	 15.26	 S1
15.40	 15.52	 S1
15.86	 16.00	 S1
16.36	 16.50	 S1
16.86	 17.00	 S1
17.38	 17.50	 S1
17.86	 17.98	 S1
18.12	 18.22	 S1
18.34	 18.46	 S1
18.82	 18.96	 S1
19.32	 19.46	 S1
0.84	 0.94	 S2
1.32	 1.42	 S2
1.84	 1.92	 S2
2.30	 2.38	 S2
2.78	 2.88	 S2
3.28	 3.38	 S2
3.76	 3.86	 S2
4.26	 4.36	 S2
4.74	 4.84	 S2
5.26	 5.36	 S2
5.76	 5.86	 S2
6.26	 6.36	 S2
6.76	 6.86	 S2
7.24	 7.34	 S2
7.74	 7.86	 S2
8.26	 8.34	 S2
8.74	 8.84	 S2
9.24	 9.34	 S2
9.72	 9.82	 S2
10.22	 10.32	 S2
10.72	 10.82	 S2
11.20	 11.30	 S2
11.70	 11.78	 S2
12.68	 12.78	 S2
13.18	 13.28	 S2
13.66	 13.76	 S2
14.14	 14.24	 S2
14.64	 14.74	 S2
15.66	 15.74	 S2
16.12	 16.22	 S2
16.62	 16.72	 S2
17.12	 17.22	 S2
17.64	 17.70	 S2
18.60	 18.70	 S2
19.08	 19.18	 S2
19.58	 19.70	 S2
