0.24	 0.34	 S1
1.02	 1.14	 S1
1.30	 1.40	 S1
1.58	 1.88	 S1
2.08	 2.14	 S1
2.34	 2.46	 S1
2.86	 2.98	 S1
3.40	 3.50	 S1
3.92	 4.04	 S1
4.44	 4.56	 S1
4.96	 5.08	 S1
5.50	 5.64	 S1
6.02	 6.16	 S1
6.54	 6.68	 S1
7.06	 7.18	 S1
7.60	 7.72	 S1
8.10	 8.22	 S1
8.60	 8.72	 S1
9.10	 9.24	 S1
9.40	 9.46	 S1
9.60	 9.74	 S1
10.10	 10.24	 S1
10.62	 10.74	 S1
11.12	 11.24	 S1
11.62	 11.76	 S1
12.12	 12.26	 S1
12.64	 12.76	 S1
13.18	 13.30	 S1
13.68	 13.80	 S1
14.20	 14.32	 S1
14.72	 14.84	 S1
15.24	 15.30	 S1
15.74	 15.84	 S1
16.24	 16.36	 S1
16.76	 16.88	 S1
17.26	 17.38	 S1
17.78	 17.88	 S1
18.04	 18.12	 S1
18.30	 18.40	 S1
18.82	 18.90	 S1
19.32	 19.40	 S1
0.50	 0.60	 S2
2.60	 2.70	 S2
3.66	 3.76	 S2
4.20	 4.30	 S2
4.70	 4.80	 S2
5.24	 5.34	 S2
5.78	 5.88	 S2
6.30	 6.40	 S2
6.82	 6.92	 S2
7.32	 7.44	 S2
7.84	 7.96	 S2
8.36	 8.46	 S2
8.88	 8.98	 S2
9.86	 9.96	 S2
10.38	 10.48	 S2
10.88	 10.98	 S2
11.38	 11.48	 S2
11.90	 12.00	 S2
12.40	 12.50	 S2
12.92	 13.02	 S2
13.42	 13.52	 S2
13.94	 14.04	 S2
14.46	 14.56	 S2
15.50	 15.58	 S2
16.00	 16.10	 S2
16.50	 16.62	 S2
17.02	 17.12	 S2
17.56	 17.62	 S2
18.54	 18.66	 S2
19.06	 19.18	 S2
19.58	 19.68	 S2
