0.28	 0.42	 S1
0.78	 0.90	 S1
1.26	 1.38	 S1
1.76	 1.86	 S1
2.22	 2.34	 S1
2.70	 2.82	 S1
3.18	 3.28	 S1
3.66	 3.78	 S1
4.16	 4.28	 S1
4.64	 4.76	 S1
5.12	 5.22	 S1
5.58	 5.70	 S1
6.04	 6.16	 S1
6.52	 6.64	 S1
7.00	 7.10	 S1
7.90	 8.20	 S1
8.86	 8.98	 S1
9.12	 9.20	 S1
9.78	 9.90	 S1
10.24	 10.36	 S1
10.70	 10.82	 S1
11.16	 11.24	 S1
11.62	 11.74	 S1
12.06	 12.20	 S1
12.54	 12.64	 S1
12.98	 13.12	 S1
13.44	 13.52	 S1
13.86	 14.00	 S1
14.76	 14.90	 S1
15.22	 15.34	 S1
15.66	 15.78	 S1
16.12	 16.24	 S1
16.54	 16.62	 S1
17.00	 17.06	 S1
17.24	 17.36	 S1
17.86	 17.98	 S1
18.30	 18.46	 S1
18.76	 18.84	 S1
19.16	 19.30	 S1
19.60	 19.74	 S1
0.54	 0.64	 S2
1.04	 1.14	 S2
1.52	 1.62	 S2
2.00	 2.10	 S2
2.48	 2.58	 S2
3.44	 3.52	 S2
3.92	 4.00	 S2
4.40	 4.50	 S2
4.88	 4.96	 S2
5.34	 5.44	 S2
5.82	 5.92	 S2
6.28	 6.38	 S2
6.76	 6.84	 S2
7.22	 7.32	 S2
7.52	 7.58	 S2
8.40	 8.52	 S2
9.36	 9.42	 S2
9.58	 9.66	 S2
10.04	 10.12	 S2
10.50	 10.58	 S2
10.96	 11.02	 S2
11.42	 11.50	 S2
11.88	 11.96	 S2
13.24	 13.30	 S2
14.14	 14.22	 S2
15.46	 15.52	 S2
15.86	 15.96	 S2
16.34	 16.44	 S2
16.78	 16.84	 S2
17.46	 17.54	 S2
