0.18	 0.28	 S1
0.68	 0.82	 S1
1.24	 1.36	 S1
1.78	 1.90	 S1
2.30	 2.42	 S1
2.86	 3.00	 S1
3.38	 3.52	 S1
3.92	 4.04	 S1
4.48	 4.60	 S1
5.04	 5.18	 S1
5.56	 5.70	 S1
6.08	 6.22	 S1
6.68	 6.82	 S1
7.28	 7.42	 S1
7.82	 7.94	 S1
8.34	 8.48	 S1
8.94	 9.08	 S1
9.48	 9.60	 S1
10.00	 10.14	 S1
10.60	 10.74	 S1
11.12	 11.26	 S1
11.64	 11.78	 S1
12.18	 12.32	 S1
12.70	 12.84	 S1
13.22	 13.36	 S1
13.82	 13.96	 S1
14.36	 14.50	 S1
14.92	 15.02	 S1
15.48	 15.62	 S1
16.04	 16.18	 S1
16.58	 16.72	 S1
17.12	 17.26	 S1
17.72	 17.84	 S1
18.24	 18.36	 S1
18.76	 18.90	 S1
19.32	 19.46	 S1
0.44	 0.54	 S2
0.96	 1.06	 S2
1.50	 1.60	 S2
2.04	 2.14	 S2
2.56	 2.66	 S2
3.06	 3.18	 S2
3.66	 3.76	 S2
4.18	 4.28	 S2
4.74	 4.84	 S2
5.30	 5.40	 S2
5.84	 5.92	 S2
6.36	 6.46	 S2
6.98	 7.06	 S2
7.56	 7.64	 S2
8.08	 8.18	 S2
8.62	 8.72	 S2
9.22	 9.32	 S2
9.74	 9.84	 S2
10.28	 10.36	 S2
10.88	 10.96	 S2
11.40	 11.48	 S2
11.92	 12.02	 S2
12.44	 12.54	 S2
12.98	 13.08	 S2
13.50	 13.58	 S2
14.10	 14.20	 S2
14.64	 14.74	 S2
15.18	 15.28	 S2
15.76	 15.86	 S2
16.30	 16.40	 S2
16.86	 16.94	 S2
17.40	 17.50	 S2
18.00	 18.08	 S2
18.50	 18.60	 S2
19.04	 19.12	 S2
19.60	 19.72	 S2
