0.26	 0.34	 S1
0.54	 0.70	 S1
1.10	 1.24	 S1
1.66	 1.78	 S1
2.18	 2.32	 S1
2.74	 2.90	 S1
3.32	 3.46	 S1
3.86	 4.00	 S1
4.38	 4.54	 S1
4.94	 5.08	 S1
5.52	 5.66	 S1
6.08	 6.22	 S1
6.62	 6.76	 S1
7.16	 7.32	 S1
7.74	 7.88	 S1
8.28	 8.42	 S1
8.82	 8.96	 S1
9.08	 9.16	 S1
9.36	 9.50	 S1
9.90	 10.04	 S1
10.44	 10.58	 S1
10.96	 11.10	 S1
11.50	 11.66	 S1
12.02	 12.16	 S1
12.52	 12.68	 S1
13.04	 13.16	 S1
13.52	 13.66	 S1
14.02	 14.16	 S1
14.52	 14.68	 S1
15.02	 15.18	 S1
15.52	 15.66	 S1
16.00	 16.14	 S1
16.48	 16.64	 S1
17.00	 17.16	 S1
17.52	 17.68	 S1
18.02	 18.18	 S1
18.52	 18.68	 S1
19.02	 19.14	 S1
19.48	 19.64	 S1
0.82	 0.90	 S2
1.38	 1.48	 S2
1.94	 2.02	 S2
2.46	 2.56	 S2
3.02	 3.10	 S2
3.60	 3.68	 S2
4.14	 4.24	 S2
4.66	 4.76	 S2
5.22	 5.32	 S2
5.80	 5.90	 S2
6.36	 6.46	 S2
6.90	 7.00	 S2
7.44	 7.54	 S2
8.02	 8.12	 S2
8.56	 8.64	 S2
9.64	 9.72	 S2
10.16	 10.26	 S2
10.70	 10.82	 S2
11.24	 11.34	 S2
11.78	 11.86	 S2
12.28	 12.38	 S2
12.78	 12.88	 S2
13.30	 13.38	 S2
13.78	 13.88	 S2
14.28	 14.36	 S2
14.78	 14.88	 S2
15.28	 15.38	 S2
15.78	 15.86	 S2
16.26	 16.36	 S2
16.76	 16.84	 S2
17.26	 17.34	 S2
17.78	 17.88	 S2
18.30	 18.38	 S2
18.78	 18.88	 S2
19.30	 19.36	 S2
19.78	 19.86	 S2
