0.000000	0.180192	M
0.159568	0.233382	 S2
0.399463	0.488473	 S1
0.466763	0.656725	M
0.640000	0.712085	 S2
0.879252	0.979252	 S1
0.958493	1.148455	M
1.116976	1.216976	 S2
1.367725	1.467725	 S1
1.443710	1.635843	M
1.604363	1.704363	 S2
1.851856	1.951856	 S1
1.918072	2.116718	M
2.068956	2.188956	 S2
2.320791	2.420791	 S1
2.381579	2.583481	M
2.544403	2.644403	 S2
2.799495	2.879495	 S1
2.861368	3.062185	M
3.035047	3.135047	 S2
3.277113	3.357113	 S1
3.338986	3.531119	M
3.509409	3.589409	 S2
3.755817	3.855817	 S1
3.817690	4.007652	M
3.978344	4.078344	 S2
4.217153	4.317153	 S1
4.276855	4.470073	M
4.432081	4.532081	 S2
4.666548	4.766548	 S1
4.733849	4.928153	M
4.890160	4.990160	 S2
5.123542	5.203869	 S1
5.191928	5.384061	M
5.344983	5.429652	 S2
5.590305	5.664119	 S1
5.647837	5.841055	M
5.799806	5.885560	 S2
6.040786	6.120786	 S1
6.098318	6.288279	M
6.260056	6.340056	 S2
6.515148	6.595148	 S1
6.571594	6.762641	M
6.727905	6.827905	 S2
7.006878	7.106878	 S1
7.062238	7.256542	M
7.221806	7.309731	 S2
7.494266	7.574592	 S1
7.552882	7.743930	M
7.716792	7.816792	 S2
7.964285	8.064151	 S1
8.017475	8.220463	M
8.188983	8.288983	 S2
8.433220	8.533220	 S1
8.484238	8.693739	M
8.648148	8.748148	 S2
8.909753	8.989753	 S1
8.964027	9.173528	M
9.139878	9.239878	 S2
9.399311	9.499311	 S1
9.472040	9.660916	M
9.635950	9.735950	 S2
9.892127	9.992127	 S1
9.956171	10.151560	M
10.126594	10.206594	 S2
10.364318	10.464318	 S1
10.431618	10.638948	M
10.603127	10.693223	 S2
10.856047	10.956047	 S1
10.922263	11.118737	M
11.093771	11.161072	 S2
11.342350	11.442350	 S1
11.422676	11.610467	M
11.583330	11.679939	 S2
11.857960	11.957960	 S1
11.923090	12.115223	M
12.087000	12.187000	 S2
12.358374	12.458374	 S1
12.422418	12.625406	M
12.592841	12.692841	 S2
12.852275	12.932275	 S1
12.892438	13.097597	M
13.087827	13.177924	 S2
13.319038	13.419038	 S1
13.374398	13.580643	M
13.553505	13.653505	 S2
13.798827	13.898827	 S1
13.849846	14.052834	M
14.027867	14.107867	 S2
14.273189	14.353189	 S1
14.319866	14.532623	M
14.513084	14.594496	 S2
14.758406	14.834391	 S1
14.803997	15.010241	M
14.995044	15.055044	 S2
15.257734	15.357734	 S1
15.317437	15.504142	M
15.486774	15.562759	 S2
15.762490	15.840646	 S1
15.816765	16.008898	M
15.994786	16.075113	 S2
16.260733	16.341060	 S1
16.307409	16.500627	M
16.484345	16.563586	 S2
16.726411	16.814336	 S1
16.776344	16.974989	M
16.959792	17.059792	 S2
17.185576	17.273501	 S1
17.242021	17.445009	M
17.427641	17.519908	 S2
17.657766	17.757766	 S1
17.726153	17.934568	M
17.920000	17.995356	 S2
18.175548	18.275548	 S1
18.237421	18.428469	M
18.412186	18.501197	 S2
18.704185	18.802965	 S1
18.759545	18.954934	M
18.937566	19.017566	 S2
19.199171	19.289267	 S1
19.250189	19.456434	M
19.441237	19.520478	 S2
19.677875	19.761458	 S1
19.732150	19.931881	M
19.910171	19.990171	 S2
20.156579	20.256579	 S1
20.218452	20.416012	M
20.400815	20.500815	 S2
20.660249	20.760249	 S1
20.722122	20.927281	M
20.910998	20.990240	 S2
21.160663	21.268127	 S1
21.220365	21.430951	M
21.420000	21.491739	 S2
21.674102	21.764198	 S1
21.731634	21.934621	M
21.919424	21.986725	 S2
22.192969	22.280895	 S1
