0.38	 0.50	 S1
0.92	 0.98	 S1
1.16	 1.28	 S1
1.70	 1.80	 S1
2.20	 2.32	 S1
2.76	 2.86	 S1
3.28	 3.38	 S1
3.84	 3.96	 S1
4.38	 4.52	 S1
4.96	 5.06	 S1
5.50	 5.60	 S1
6.04	 6.18	 S1
6.58	 6.70	 S1
7.14	 7.26	 S1
7.70	 7.80	 S1
8.22	 8.34	 S1
8.78	 8.88	 S1
9.30	 9.42	 S1
9.88	 10.00	 S1
10.70	 10.80	 S1
11.24	 11.34	 S1
11.78	 11.90	 S1
12.08	 12.18	 S1
12.54	 12.70	 S1
13.16	 13.26	 S1
13.70	 13.82	 S1
14.52	 14.62	 S1
15.34	 15.44	 S1
15.88	 16.00	 S1
16.42	 16.48	 S1
17.22	 17.34	 S1
17.76	 17.88	 S1
18.02	 18.16	 S1
18.58	 18.64	 S1
19.38	 19.50	 S1
1.44	 1.54	 S2
1.98	 2.06	 S2
2.50	 2.58	 S2
3.04	 3.12	 S2
3.60	 3.66	 S2
4.10	 4.22	 S2
4.68	 4.78	 S2
5.26	 5.34	 S2
5.80	 5.88	 S2
6.32	 6.42	 S2
6.86	 6.98	 S2
7.42	 7.52	 S2
7.96	 8.06	 S2
8.52	 8.62	 S2
9.04	 9.14	 S2
9.58	 9.70	 S2
10.14	 10.26	 S2
10.42	 10.52	 S2
10.96	 11.04	 S2
11.54	 11.62	 S2
12.34	 12.40	 S2
12.88	 12.98	 S2
13.42	 13.54	 S2
13.98	 14.08	 S2
14.80	 14.88	 S2
15.08	 15.18	 S2
15.60	 15.72	 S2
16.16	 16.24	 S2
16.70	 16.80	 S2
18.30	 18.42	 S2
18.90	 18.96	 S2
19.12	 19.20	 S2
19.66	 19.76	 S2
