0.177080	0.230338	S2
0.342178	0.414075	 S1
0.398098	0.517927	M
0.560533	0.619116	S2
0.736282	0.805516	S1
0.800191	0.913362	M
0.957300	1.006563	S2
1.137043	1.200952	 S1
1.192963	1.310129	M
1.366049	1.431289	S2
1.543130	1.617690	 S1
1.604375	1.730861	M
1.768142	1.820067	S2
1.945222	2.010462	 S1
1.997148	2.106325	M
2.163577	2.222160	 S2
2.363292	2.435189	 S1
2.412555	2.551023	M
2.593629	2.650881	 S2
2.806658	2.863910	 S1
2.847933	2.977082	M
3.035665	3.094248	 S2
3.247362	3.327248	 S1
3.315265	3.460391	M
3.487020	3.557586	 S2
3.738661	3.813221	 S1
3.798575	3.930387	M
3.966336	4.023587	 S2
4.203330	4.283216	 S1
4.264576	4.413697	M
4.445651	4.506897	 S2
4.691966	4.763863	 S1
4.754543	4.886355	M
4.935618	5.000858	 S2
5.220000	5.289779	 S1
5.280459	5.414933	M
5.454876	5.524111	 S2
5.731814	5.797054	 S1
5.789066	5.919546	M
5.967478	6.027478	 S2
6.203141	6.275038	 S1
6.268381	6.400193	M
6.449456	6.510702	 S2
6.703760	6.770331	 S1
6.765005	6.916789	M
6.946080	7.009989	 S2
7.232338	7.301572	 S1
7.292252	7.474659	M
7.474659	7.531910	 S2
7.748934	7.832814	 S1
7.996580	8.059157	 S2
8.248220	8.308135	 S1
8.489210	8.569210	 S2
8.752833	8.820736	 S1
8.808753	8.961868	M
8.992491	9.052491	 S1
9.204189	9.278749	 S2
9.265434	9.427869	M
9.449172	9.519738	S2
9.640000	9.714127	 S1
9.706138	9.811322	M
9.876562	9.939139	S2
10.058968	10.126871	 S1
10.102905	10.260014	M
10.286643	10.342563	S2
10.449077	10.520975	 S1
10.506329	10.618169	M
10.694061	10.740661	S2
10.848507	10.915079	 S1
10.900433	11.021593	M
11.073519	11.137428	S2
11.255925	11.325160	 S1
11.317171	11.444988	M
11.483600	11.542183	S2
11.670000	11.737903	 S1
11.721926	11.860395	M
11.900000	11.950933	 S2
12.060000	12.132007	 S1
12.122687	12.266482	M
12.301099	12.359682	 S2
12.488831	12.563391	 S1
12.546083	12.669906	M
12.728489	12.784409	 S2
12.936192	12.998769	 S1
12.989449	13.111941	M
13.171856	13.225113	 S2
13.396868	13.460776	 S1
13.450125	13.569954	M
13.631200	13.697771	 S2
13.845560	13.917457	 S1
13.898817	14.041281	M
14.087881	14.150458	 S2
14.318218	14.367481	 S1
14.359493	14.491305	M
14.559208	14.607139	 S2
14.813511	14.866768	 S1
14.856117	15.006569	M
15.060000	15.115746	 S2
15.343421	15.400673	 S1
15.400673	15.535147	M
15.588404	15.644325	 S2
15.864011	15.918600	 S1
15.901291	16.051743	M
16.100000	16.162252	 S2
16.363298	16.411229	 S1
16.411229	16.545704	M
16.609613	16.665533	 S2
16.898533	16.955785	 S1
16.946465	17.104905	M
17.147511	17.199437	 S2
17.484363	17.538952	 S1
17.533626	17.657450	M
17.729347	17.790593	 S2
18.032913	18.086171	 S1
18.086171	18.224640	M
18.269908	18.329823	 S2
18.532200	18.588120	 S1
18.598772	18.739904	M
18.780000	18.835767	 S2
19.060000	19.116699	 S1
19.116699	19.283128	M
19.304431	19.372334	 S2
19.606666	19.675900	 S1
19.681226	19.830346	M
19.850318	19.907569	 S2
