0.490751	0.577354	 S1
0.555048	0.733503	M
0.780000	0.839788	 S2
1.146836	1.215069	 S1
1.192762	1.392212	M
1.426328	1.481439	 S2
1.742561	1.809481	 S1
1.798984	2.001058	M
2.023365	2.094222	 S2
2.344847	2.420952	 S1
2.411767	2.594159	M
2.629587	2.684698	 S2
2.989122	3.053418	 S1
3.046857	3.239746	M
3.268614	3.328974	 S2
3.558603	3.628148	 S1
3.616339	3.821037	M
3.843344	3.911577	 S2
4.139894	4.217312	 S1
4.202878	4.406265	M
4.424635	4.483683	 S2
4.740868	4.816974	 S1
4.805164	4.992804	M
5.020360	5.084656	 S2
5.341841	5.399577	 S1
5.394328	5.612148	M
5.620000	5.685630	 S2
5.920000	5.984804	 S1
5.976931	6.159323	M
6.186878	6.262984	 S2
6.475556	6.549037	 S1
6.538540	6.719619	M
6.755048	6.818032	 S2
7.073905	7.139513	 S1
7.129016	7.317968	M
7.335026	7.400635	 S2
7.656508	7.712931	 S1
7.697185	7.890074	M
7.930751	8.000296	 S2
8.219429	8.286349	 S1
8.277164	8.473989	M
8.494984	8.560593	 S2
8.782349	8.854519	 S1
8.849270	9.042159	M
9.053968	9.126138	 S2
9.416127	9.496169	 S1
9.496169	9.685122	M
9.703492	9.763852	 S2
10.021037	10.077460	 S1
10.072212	10.279534	M
10.300000	10.374011	 S2
10.576085	10.656127	 S1
10.656127	10.852952	M
10.858201	10.934307	 S2
11.144254	11.215111	 S1
11.215111	11.402751	M
11.419810	11.482794	 S2
11.751788	11.813460	 S1
11.808212	12.007661	M
12.024720	12.092952	 S2
12.309460	12.384254	 S1
12.368508	12.554836	M
12.594201	12.665058	 S2
12.894688	12.968169	 S1
12.958984	13.153185	M
13.164995	13.239788	 S2
13.485164	13.557333	 S1
13.545524	13.731852	M
13.762032	13.844698	 S2
14.088762	14.153058	 S1
14.138624	14.360000	M
14.360000	14.436487	 S2
14.639873	14.717291	 S1
14.709418	14.924614	M
14.924614	15.002032	 S2
15.240847	15.314328	 S1
15.307767	15.520000	M
15.520000	15.587259	 S2
15.830011	15.900868	 S1
15.895619	16.085884	M
16.104254	16.179048	 S2
16.385058	16.451979	 S1
16.442794	16.657989	M
16.657989	16.752466	 S2
16.942730	17.018836	 S1
17.013587	17.211725	M
17.224847	17.312762	 S2
17.531894	17.610624	 S1
17.589630	17.791704	M
17.802201	17.870434	 S2
18.115810	18.181418	 S1
18.176169	18.380868	M
18.395302	18.462222	 S2
18.660360	18.731217	 S1
18.731217	18.934603	M
18.940000	19.021206	 S2
19.224593	19.299386	 S1
19.290201	19.500000	M
19.500000	19.572317	 S2
19.808508	19.840000	S1
