0.26	 0.38	 S1
0.56	 0.68	 S1
1.20	 1.34	 S1
1.86	 1.98	 S1
2.50	 2.62	 S1
2.82	 2.88	 S1
3.18	 3.32	 S1
3.90	 4.02	 S1
4.56	 4.68	 S1
5.24	 5.38	 S1
5.96	 6.10	 S1
6.62	 6.74	 S1
7.28	 7.40	 S1
7.96	 8.08	 S1
8.60	 8.72	 S1
9.22	 9.34	 S1
9.88	 10.00	 S1
10.50	 10.62	 S1
11.08	 11.20	 S1
11.72	 11.84	 S1
12.30	 12.38	 S1
12.86	 12.96	 S1
13.40	 13.50	 S1
14.02	 14.16	 S1
14.68	 14.82	 S1
15.30	 15.42	 S1
15.94	 16.06	 S1
16.60	 16.74	 S1
17.24	 17.38	 S1
17.86	 18.00	 S1
18.16	 18.26	 S1
18.50	 18.68	 S1
19.24	 19.38	 S1
0.86	 0.96	 S2
1.50	 1.60	 S2
2.18	 2.28	 S2
3.50	 3.60	 S2
4.20	 4.30	 S2
4.86	 4.96	 S2
5.56	 5.66	 S2
6.26	 6.38	 S2
6.92	 7.02	 S2
7.58	 7.70	 S2
8.26	 8.36	 S2
8.90	 9.00	 S2
9.54	 9.64	 S2
10.18	 10.30	 S2
10.80	 10.90	 S2
11.38	 11.50	 S2
12.06	 12.12	 S2
12.64	 12.70	 S2
13.14	 13.24	 S2
13.68	 13.78	 S2
14.32	 14.42	 S2
14.98	 15.10	 S2
15.60	 15.72	 S2
16.24	 16.36	 S2
16.90	 17.02	 S2
17.54	 17.64	 S2
18.84	 18.96	 S2
19.54	 19.66	 S2
