1.94	 2.08	 S1
2.94	 3.02	 S1
3.24	 3.32	 S1
3.90	 4.04	 S1
4.84	 4.98	 S1
5.80	 5.92	 S1
6.14	 6.20	 S1
6.74	 6.88	 S1
7.62	 7.76	 S1
8.58	 8.72	 S1
8.92	 8.98	 S1
9.50	 9.64	 S1
10.30	 10.42	 S1
11.26	 11.38	 S1
12.10	 12.22	 S1
12.78	 12.90	 S1
13.76	 13.90	 S1
14.54	 14.68	 S1
15.26	 15.40	 S1
16.06	 16.20	 S1
16.74	 16.88	 S1
17.62	 17.76	 S1
18.36	 18.50	 S1
19.08	 19.22	 S1
4.22	 4.34	 S2
5.18	 5.30	 S2
7.08	 7.18	 S2
7.96	 8.08	 S2
9.84	 9.96	 S2
10.64	 10.74	 S2
11.60	 11.70	 S2
12.44	 12.54	 S2
13.12	 13.22	 S2
14.10	 14.20	 S2
14.90	 14.98	 S2
15.60	 15.70	 S2
16.40	 16.50	 S2
17.08	 17.18	 S2
17.96	 18.06	 S2
18.70	 18.82	 S2
19.42	 19.52	 S2
