0.38	 0.56	 S1
1.08	 1.20	 S1
1.68	 1.80	 S1
2.26	 2.36	 S1
2.80	 2.90	 S1
3.32	 3.44	 S1
3.88	 4.00	 S1
4.42	 4.54	 S1
4.96	 5.06	 S1
5.46	 5.58	 S1
6.02	 6.12	 S1
6.62	 6.74	 S1
7.26	 7.38	 S1
7.84	 7.96	 S1
8.44	 8.56	 S1
9.08	 9.20	 S1
9.72	 9.84	 S1
10.34	 10.44	 S1
10.90	 11.02	 S1
11.48	 11.60	 S1
12.08	 12.18	 S1
12.66	 12.76	 S1
13.22	 13.34	 S1
13.82	 13.96	 S1
14.44	 14.54	 S1
15.02	 15.12	 S1
15.58	 15.70	 S1
16.16	 16.30	 S1
16.74	 16.86	 S1
17.30	 17.42	 S1
17.86	 17.98	 S1
18.42	 18.54	 S1
18.96	 19.10	 S1
19.50	 19.62	 S1
0.78	 0.88	 S2
1.36	 1.46	 S2
1.98	 2.08	 S2
2.54	 2.64	 S2
3.08	 3.16	 S2
3.62	 3.72	 S2
4.18	 4.26	 S2
4.70	 4.80	 S2
5.22	 5.32	 S2
5.74	 5.84	 S2
6.30	 6.40	 S2
6.90	 7.00	 S2
7.54	 7.64	 S2
8.14	 8.24	 S2
8.72	 8.82	 S2
9.38	 9.48	 S2
10.02	 10.12	 S2
10.62	 10.72	 S2
11.18	 11.28	 S2
11.76	 11.86	 S2
12.36	 12.46	 S2
12.94	 13.04	 S2
13.52	 13.60	 S2
14.12	 14.20	 S2
14.72	 14.82	 S2
15.30	 15.40	 S2
15.86	 15.96	 S2
16.46	 16.54	 S2
17.02	 17.12	 S2
17.60	 17.68	 S2
18.14	 18.24	 S2
18.70	 18.82	 S2
19.26	 19.36	 S2
19.78	 19.88	 S2
