0.56	 0.66	 S1
1.14	 1.26	 S1
1.72	 1.82	 S1
2.30	 2.42	 S1
2.90	 3.02	 S1
3.48	 3.64	 S1
4.08	 4.20	 S1
4.70	 4.80	 S1
5.26	 5.38	 S1
5.84	 5.94	 S1
6.40	 6.50	 S1
6.94	 7.04	 S1
7.50	 7.60	 S1
7.98	 8.10	 S1
8.48	 8.60	 S1
9.00	 9.10	 S1
9.52	 9.62	 S1
10.10	 10.20	 S1
10.66	 10.76	 S1
11.20	 11.32	 S1
11.82	 11.92	 S1
12.44	 12.56	 S1
13.08	 13.18	 S1
13.66	 13.78	 S1
14.26	 14.36	 S1
14.86	 14.98	 S1
15.46	 15.58	 S1
16.04	 16.16	 S1
16.66	 16.76	 S1
17.28	 17.38	 S1
17.86	 18.00	 S1
18.46	 18.58	 S1
19.08	 19.18	 S1
19.68	 19.80	 S1
0.26	 0.36	 S2
0.82	 0.92	 S2
1.42	 1.50	 S2
1.98	 2.06	 S2
2.56	 2.66	 S2
3.16	 3.26	 S2
3.74	 3.84	 S2
4.36	 4.44	 S2
4.96	 5.04	 S2
5.52	 5.62	 S2
6.12	 6.20	 S2
6.66	 6.76	 S2
7.20	 7.30	 S2
7.74	 7.82	 S2
8.24	 8.32	 S2
8.74	 8.84	 S2
9.24	 9.34	 S2
9.78	 9.88	 S2
10.34	 10.44	 S2
10.92	 11.02	 S2
11.46	 11.58	 S2
12.08	 12.18	 S2
12.70	 12.80	 S2
13.34	 13.44	 S2
13.92	 14.04	 S2
14.52	 14.62	 S2
15.12	 15.22	 S2
15.72	 15.82	 S2
16.32	 16.42	 S2
16.92	 17.02	 S2
17.54	 17.64	 S2
18.14	 18.24	 S2
18.72	 18.82	 S2
19.34	 19.44	 S2
19.94	 20.04	 S2
